Dept,#,Sec,Term Part,CRN,TITLE,Approval Required,Cross Listed,Max Enroll,Actual Enroll,Faculty,Credits,Days1,Time1,Loc1,Days2,Time2,Loc2,Days3,Time3,Loc3,Notes
DAN,222,1,1,10365,COMPOSITIONAL IMPROVISATION,,,25,0,Lisa Race,4,T R,1315-1430,CRO   2ND FLOOR,,-,,,-,,.
DAN,258,1,1,10557,MODERN TECHNIQUE II,,,25,0,David Dorfman,2,T RF,1445-1600,CRO   MYERS,,-,,,-,,.
DAN,259,1,1,10366,BALLET II,,,25,0,Ellie Goudie-Averill,2,M W,1445-1600,CRO   MYERS,,-,,,-,,.
DAN,340,1,1,10371,HISTORY OF DANCE,,,28,0,Rosemarie Roberts,4,M W,0900-1015,CRO   205,M W,0900-1015,CRO   2ND FLOOR,,-,,.
DAN,358,1,1,10558,MODERN TECHNIQUE III,,,25,0,Shani Collins-Achille,2,T RF,1025-1140,CRO   MYERS,,-,,,-,,.
DAN,359,1,1,10559,BALLET III,,,25,0,Ellie Goudie-Averill,2,M W,1315-1430,CRO   MYERS,M W,1315-1430,CRO   2ND FLOOR,,-,,.
DAN,458,1,1,10560,MODERN TECHNIQUE IV,,,25,0,Shani Collins-Achille,2,T RF,1025-1140,CRO   MYERS,,-,,,-,,.
DAN,459,1,1,10372,BALLET IV,,,25,0,Ellie Goudie-Averill,2,M W,1315-1430,CRO   MYERS,M W,1315-1430,CRO   2ND FLOOR,,-,,.
DAN,494,1,1,10561,CAPSTONE PROJECT,,,18,0,David Dorfman,4,T R,1150-1305,CRO   205,,-,,,-,,.
EAS,101,1,1,10111,BEYOND THE ORIENT:  LIT/FILM,,,38,0,Yibing Huang,4,T R,1315-1430,,,-,,,-,,.
EAS,203,1,1,10064,MODERN CHINESE ART,,Y,27,0,Di Luo,4,T R,1315-1430,CUM   307,,-,,,-,,.
EAS,253,1,1,10112,CHINESE AMERICAN LITERATURE,,Y,28,0,Yibing Huang,4,T R,1445-1600,,,-,,,-,,.
EAS,314,1,1,10116,SEX AND POWER IN JAPAN,,Y,28,0,Ayako Takamori,4,M W,1445-1600,,,-,,,-,,.
EAS,428,1,1,10096,DEBATING CHINA'S GLOBALIZATION,,Y,16,0,Sarah Queen,4,T R,1315-1430,,,-,,,-,,.
EAS,493E,1,1,10536,EAST ASIAN DIASPORA,,,16,0,Ayako Takamori,4,W,1900-2145,,,-,,,-,,.
ECO,111,1,1,10126,INTRODUCTORY MACROECONOMICS,,,28,0,. To Be Assigned,4,W F,1315-1430,,,-,,,-,,.
ECO,111,2,1,10574,INTRODUCTORY MACROECONOMICS,,,28,0,,4,M W,1025-1140,,,-,,,-,,.
ECO,112,1,1,10127,INTRODUCTORY MICROECONOMICS,,,28,0,,4,T R,1445-1600,,,-,,,-,,.
ECO,112,2,1,10128,INTRODUCTORY MICROECONOMICS,,,28,0,Monika Lopez-Anuarbe,4,M W,1445-1600,,,-,,,-,,.
ECO,201,1,1,10565,FEMINIST ECONOMICS,,Y,28,0,Candace Howes,4,T R,1315-1430,,,-,,,-,,.
ECO,202,1,1,10133,INTRO TO MATH METHOD FOR ECON,,,28,0,Purba Mukerji,4,M W,0900-1015,,,-,,,-,,.
ECO,205,1,1,10129,INT MICROECONOMIC THEORY,,,28,0,Mark Stelzner,4,T R,0900-1015,,,-,,,-,,.
ECO,205,2,1,10130,INT MICROECONOMIC THEORY,,,28,0,Mark Stelzner,4,T R,1025-1140,,,-,,,-,,.
ECO,206,1,1,10131,INT MACROECONOMIC THEORY,,,25,0,Maria Cruz-Saco,4,M W,0900-1015,,,-,,,-,,.
ECO,206,2,1,10132,INT MACROECONOMIC THEORY,,,25,0,Maria Cruz-Saco,4,M W,1025-1140,,,-,,,-,,.
ECO,209,1,1,10135,INTRO TO EXPERIMENTAL ECON,,,28,0,Benjamin Beranek,4,M W,1025-1140,,,-,,,-,,.
ECO,230,1,1,10136,ECONOMETRICS I,,,18,0,Terry-Ann Craigie,4,T R,1445-1600,,,-,,,-,,.
ECO,230,2,1,10137,ECONOMETRICS I,,,18,0,Terry-Ann Craigie,4,T R,1615-1730,,,-,,,-,,.
ECO,234,1,1,10139,ECONOMIC DEVELOPMENT,,,28,0,. To Be Assigned,4,T R,1315-1430,,,-,,,-,,.
ECO,248,1,1,10567,INTRO FINANC INSTIT & MARKETS,,,28,0,,4,W F,1025-1140,,,-,,,-,,.
ECO,317,1,1,10143,ECONOMIC ANALYSIS OF THE LAW,,,28,0,David Chavanne,4,W F,1025-1140,,,-,,,-,,.
ECO,322,1,1,10142,GAME THEORY,,,28,0,Monika Lopez-Anuarbe,4,M W,1315-1430,,,-,,,-,,.
ECO,324,1,1,10569,CORPORATE FINANCE,,,28,0,Benjamin Beranek,4,M W,1315-1430,,,-,,,-,,.
ECO,330,1,1,10485,INTERNATIONAL FINANCE,,,28,0,Purba Mukerji,4,M W,1025-1140,,,-,,,-,,.
ECO,356,1,1,10144,ADVANCED ECONOMETRICS,,,18,0,Candace Howes,4,T R,1445-1600,,,-,,,-,,.
ECO,403,1,1,10568,CAPITALISM AND SLAVERY,,,15,0,Mark Stelzner,4,T R,1315-1430,,,-,,,-,,.
ECO,408,1,1,10145,EXPERIMENTAL ECONOMICS,,,16,0,David Chavanne,4,W F,1315-1430,,,-,,,-,,.
EDU,103,1,1,10437,"AIDS,DRUGPREV & CONFL RESOLUTN",,,38,0,Paul Madden,2,W,1315-1430,,,-,,,-,,.
EDU,223,1,1,10438,FOUNDATIONS OF EDUCATION,,,25,0,Sandy Grande,4,M W,1445-1600,,,-,,,-,,.
EDU,260,1,1,10588,"CC: COLONIALISM,MATH,CURRICULA",,,24,0,Paul Madden,4,T R,1445-1600,,,-,,,-,,.
EDU,283,1,1,10069,MUSEUM EDUCATION,,Y,25,0,David Rau,4,W,1315-1600,CUM   307,,-,,,-,,.
EDU,305,1,1,10440,CURRICULAR THEORY & DESIGN:SEC,,,25,0,Manali Sheth,6,T R,1150-1305,,,-,,,-,,.
EDU,313,1,1,10439,"CHILDREN, BOOKS & CULTURE",,,28,0,Manali Sheth,4,T,1315-1600,,,-,,,-,,.
EDU,445,1,1,10441,STUDENT TEACHING:ELEM,,,16,0,. To Be Assigned,8,,-,,,-,,,-,,.
EDU,450,1,1,10443,STUDENT TEACHING SEMINAR,,,16,0,. To Be Assigned,4,,-,,,-,,,-,,.
EDU,457,1,1,10442,STUDENT TEACHING:SEC,,,16,0,. To Be Assigned,8,,-,,,-,,,-,,.
ENG,107,1,1,10282,"CC:NOMADS, SHAMANS, & MYSTICS",,Y,28,0,Denis Ferhatovic,4,T R,1025-1140,,,-,,,-,,.
ENG,110,1,1,10003,INTRO TO LANGUAGE AND MIND,,Y,28,0,Tek-wah King,4,M W,0900-1015,,,-,,,-,,.
ENG,119,1,1,10285,CC: LIT AND EVOLUTION OF MIND,,,18,0,Steven Shoemaker,4,M W,1445-1600,,,-,,,-,,.
ENG,122,1,1,10286,CC: NARRATIVE MEDICINE,,,28,0,Julie Rivkin,4,T R,1150-1305,,,-,,,-,,.
ENG,150,1,1,10281,ESSENTIALS OF LITERARY STUDY,,,16,0,Marie Ostby,4,T R,0900-1015,,,-,,,-,,.
ENG,150,2,1,10287,ESSENTIALS OF LITERARY STUDY,,,16,0,Marie Ostby,4,T R,1315-1430,,,-,,,-,,.
ENG,240,1,1,10289,READING & WRITING POEMS,,,16,0,Charles Hartman,4,M W,1315-1430,,,-,,,-,,.
ENG,250,1,1,10290,THEORY/PRACT OF LITERARY STUDY,,,18,0,Hubert Cook,4,M W,0900-1015,,,-,,,-,,.
ENG,250,2,1,10291,THEORY/PRACT OF LITERARY STUDY,,,18,0,Hubert Cook,4,M W,1025-1140,,,-,,,-,,.
ENG,253,1,1,10115,CHINESE AMERICAN LITERATURE,,Y,28,0,Yibing Huang,4,T R,1445-1600,,,-,,,-,,.
ENG,301,1,1,10292,AMERICAN WOMEN WRITERS,,Y,18,0,Julie Rivkin,4,T R,1445-1600,,,-,,,-,,.
ENG,319,1,1,10600,LEATHER AND GLITT,,Y,18,0,Denis Ferhatovic Ariella Rotramel,4,T R,1315-1430,,,-,,,-,,.
ENG,322,1,1,10294,SEMINAR IN FICTION,Y,,12,0,Blanche Boyd,4,T,1900-2145,,,-,,,-,,.
ENG,331,1,1,10295,SHAKESPEARE IN PERFORMANCE,,,18,0,Lina Wilder,4,T R,1150-1305,,,-,,,-,,.
ENG,333,1,1,10296,THE CANTERBURY TALES,,,18,0,Denis Ferhatovic,4,T R,0900-1015,,,-,,,-,,.
ENG,340,1,1,10298,WRITING POETRY:  INTERMEDIATE,,,12,0,Charles Hartman,4,M W,1025-1140,,,-,,,-,,.
ENG,368,1,1,10299,LIT IN THE ANTHROPOCENE,,Y,18,0,Michelle Neely,4,M W,1315-1430,,,-,,,-,,.
ENG,379,1,1,10581,BLACK POETICS,,Y,18,0,Hubert Cook,4,M W,1315-1430,,,-,,,-,,.
ENG,381,1,1,10596,GLOBAL GRAPHIC NOVELS,,Y,18,0,Marie Ostby,4,T R,1025-1140,,,-,,,-,,.
ENG,493G,1,1,10303,JANE AUSTEN,,Y,16,0,Jeff Strabone,4,M W,1900-2015,,,-,,,-,,.
ES,110,1,1,10445,ENV STDS AS A NATURAL SCIENCE,,,38,0,Peter Siver,4,T R,0900-1015,,,-,,,-,,.
ES,111,1,1,10446,ENV STDS AS A SOCIAL SCIENCE,,,35,0,Jane Dawson,4,W F,1025-1140,,,-,,,-,,.
ES,117,1,1,10305,CC:COEVOLUTION PLANTS & PEOPLE,,Y,28,0,Manuel Lizarralde,4,T R,1025-1140,,,-,,,-,,.
ES,204,1,1,10447,ENVIRON JUSTICE IN HISPA WORLD,,Y,28,0,. To Be Assigned,4,,-,,,-,,,-,,.
ES,207,1,1,10308,SEM: INDIG USE TROP RAINFOREST,,Y,12,0,Manuel Lizarralde,4,W,1315-1600,,,-,,,-,,.
ES,210,1,1,10449,HYDROLOGY,,Y,28,0,Doug Thompson,4,T R,1315-1430,HALE  BROWN,,-,,,-,,.
ES,214,1,1,10451,VECTOR-BASED GEOG INFO SYST,,Y,12,0,Beverly Chomiak,4,M W,-,OLIN  109A,,-,,,-,,.
ES,228,1,1,10453,PHILOSOPHY/ENVIRONMENTAL STUDI,,Y,25,0,Derek Turner,4,M W,1315-1430,,,-,,,-,,.
ES,232,1,1,10019,GLOBAL ENVIRONMENTAL POLITICS,,Y,28,0,Jane Dawson,4,W F,1315-1430,,,-,,,-,,.
ES,234,1,1,10312,S AMER CULTURES & ENVIRONMENT,,Y,28,0,Manuel Lizarralde,4,M W,0900-1015,,,-,,,-,,.
ES,261,1,1,10545,ENVIRON CONSCIOUS IN GERMANY,,Y,38,0,Suzuko Knott,4,T R,1315-1430,,,-,,,-,,.
ES,290,1,1,10454,GOODWIN-NIERING CERT SEMINAR,Y,,28,0,Jennifer Pagach,4,T R,1900-2030,,,-,,,-,,.
ES,298,1,1,10455,CC:RELIGIOUS PRACTICES/ECOLOGY,,Y,28,0,Sufia Uddin,4,,-,,,-,,,-,,.
ES,313,1,1,10460,RASTER-BASED GEOG INFO SYST,,Y,12,0,Beverly Chomiak,4,T R,1900-2145,OLIN  109A,,-,,,-,,.
ES,368,1,1,10300,LIT IN THE ANTHROPOCENE,,Y,18,0,Michelle Neely,4,M W,1315-1430,,,-,,,-,,.
ES,393,1,1,10279,DISCARD(-ERS)(-ING)(-ABLES),,Y,18,0,Anthony Graesch,4,T R,1445-1600,,,-,,,-,,.
ES,396,1,1,10462,GOODWIN-NIERING CERT SEMINAR,,,18,0,Anthony Graesch,2,R,1900-2015,,,-,,,-,,.
ES,493N,1,1,10314,BIOFUELS,,Y,16,0,Rachel Spicer,4,W,1900-2145,NLH   400,,-,,,-,,.
ES,493U,1,1,10463,ENVIRON JUST IN GLOBL PERSP,,Y,18,0,Jane Dawson,4,M,1315-1600,,,-,,,-,,.
ES,496,1,1,10464,GOODWIN-NIERING CERT SEMINAR,,,18,0,Anthony Graesch,2,R,1900-2015,,,-,,,-,,.
FLM,101,1,1,10480,INT FLM ST: HOW TO READ FLM,,,28,0,Linnea Hussein,4,M W,1025-1140,,W,1900-2145,,,-,,.
FLM,101,2,1,10481,INT FLM ST: HOW TO READ FLM,,,28,0,Linnea Hussein,4,M W,1315-1430,,W,1900-2145,,,-,,.
FLM,202,1,1,10482,STUDIES IN FILM CULTURE,,,28,0,Nina Martin,4,T R,1150-1305,,T,1900-2145,,,-,,.
FLM,209,1,1,10490,INTERSECT IDENT IN U.S. FILM,,,28,0,Linnea Hussein,4,T R,1025-1140,,M,1900-2145,,,-,,.
FLM,210,1,1,10484,FUND MOTION PICTURE PRODUCT,Y,,12,0,Ross Morin,4,T R,1445-1700,,,-,,,-,,.
FLM,220,1,1,10488,DOCUMENTARY THRY & PRODUCTN,Y,,12,0,. To Be Assigned,4,M W,1025-1140,,M,1900-2145,,,-,,.
FLM,238,1,1,10486,SCREENWRITING,Y,,12,0,. To Be Assigned,4,M W,1445-1600,,,-,,,-,,.
FLM,310,1,1,10487,IDEOLOGCL REP IN MOT PICT PROD,Y,,12,0,Ross Morin,6,M W,1445-1700,,,-,,,-,,.
FLM,395W,1,1,10489,FEMINISMS IN AMER POP CULT,,,16,0,Nina Martin,4,T R,1445-1600,,W,1900-2145,,,-,,.
FLM,416,1,1,10594,FROM NEOREALISM TO THE PRESENT,,Y,16,0,Paola Sica,4,T,1315-1600,,,-,,,-,,.
FRH,102,1,1,10318,ELEM FRENCH LANGUAGE/CULTURE,,,18,0,Robyn Pront,5,M W F,1315-1430,,R,1900-1950,,,-,,.
FRH,102,2,1,10321,ELEM FRENCH LANGUAGE/CULTURE,,,18,0,Didem Alkan . To Be Assigned,5,T RF,0900-1015,,W,1900-1950,,,-,,.
FRH,201,1,1,10323,INTER FRENCH LANG/CULTURE I,,,15,0,Ronan Chalmin,4,T R,1025-1140,,,-,,,-,,.
FRH,202,1,1,10324,INTER FRENCH LANG/CULTURE II,,,15,0,James Austin,4,M W,1445-1600,,,-,,,-,,.
FRH,256,1,1,10509,“MIGRATION CRISIS” IN EUROPE,,Y,28,0,Catherine Benoit,4,T R,1315-1430,,,-,,,-,,.
FRH,301,1,1,10325,PENSEZ FRANCAIS: FRH CUL EXP,,,15,0,Ronan Chalmin,4,T R,1315-1430,,,-,,,-,,.
FRH,309F,1,1,10326,FRANÇAIS PROFESSIONNEL (FRH),,,18,0,Ronan Chalmin,1,T,0900-1000,,,-,,,-,,.
FRH,312,1,1,10328,MODERN FRENCH RESISTANCE,,,18,0,Robyn Pront,4,M W,0900-1015,,,-,,,-,,.
FRH,327,1,1,10327,INTRO TO LITERARY ANALYSIS,,,18,0,Ronan Chalmin,4,T R,1445-1600,,,-,,,-,,.
FRH,414,1,1,10329,"NEW WAVE FILM, THEN AND NOW",,,16,0,James Austin,4,M W,1025-1140,,,-,,,-,,.
GWS,102,1,1,10148,CHILD RIGHTS/PUBLIC POLICY,,Y,35,0,Rashelle Litchmore,4,T R,0900-1015,BOL   BLUE,,-,,,-,,.
GWS,103,1,1,10519,"GENDER, SEXUALITY, AND INTESEC",,Y,28,0,Ariella Rotramel,4,T R,1445-1600,,,-,,,-,,.
GWS,201,1,1,10566,FEMINIST ECONOMICS,,Y,28,0,Candace Howes,4,T R,1315-1430,,,-,,,-,,.
GWS,209,1,1,10233,RACE/GENDER AND THE MASS MEDIA,,Y,28,0,Cherise Harris,4,T R,1445-1600,,,-,,,-,,.
GWS,231,1,1,10580,DISABILITY JUSTICE,,Y,25,0,Karen Hanna,4,T R,1025-1140,,,-,,,-,,.
GWS,262,1,1,10549,REFUGEES IN EUROPE: GERMANY,,Y,18,0,Karolin Machtans,4,M   F,1150-1305,,,-,,,-,,.
GWS,290,1,1,10518,FEELING STATES,,,28,0,R. Danielle Egan,4,M W,1025-1140,,,-,,,-,,.
GWS,301,1,1,10293,AMERICAN WOMEN WRITERS,,Y,18,0,Julie Rivkin,4,T R,1445-1600,,,-,,,-,,.
GWS,302,1,1,10521,SOCIAL MOVEMENT PRAXIS,,,16,0,Karen Hanna,4,W,1900-2145,,,-,,,-,,.
GWS,318,1,1,10118,SEX AND POWER IN JAPAN,,Y,28,0,Ayako Takamori,4,M W,1445-1600,,,-,,,-,,.
GWS,319,1,1,10579,LEATHER AND GLITT,,Y,18,0,Ariella Rotramel,4,T R,1315-1430,,,-,,,-,,.
GWS,320,1,1,10276,ANTHRO OF SEXUALITY & GENDER,,Y,28,0,Joyce Bennett,4,M W,1445-1600,,,-,,,-,,.
GWS,380,1,1,10522,CONTEMPORARY FEMINIST THOUGHT,,,25,0,Karen Hanna,4,T R,1315-1430,,,-,,,-,,.
GWS,410,1,1,10517,SENIOR CAPSTONE IN GWS,,,16,0,R. Danielle Egan,4,W,1315-1600,,,-,,,-,,.
GWS,413,1,1,10306,JANE AUSTEN,,Y,16,0,Jeff Strabone,4,M W,1900-2015,,,-,,,-,,.
GEO,210,1,1,10450,HYDROLOGY,,Y,28,0,Doug Thompson,4,T R,1315-1430,HALE  BROWN,,-,,,-,,.
GEO,214,1,1,10452,VECTOR-BASED GEOG INFO SYST,,Y,12,0,Beverly Chomiak,4,M W,-,OLIN  109A,,-,,,-,,.
GEO,313,1,1,10461,RASTER-BASED GEOG INFO SYST,,Y,12,0,Beverly Chomiak,4,T R,1900-2145,OLIN  109A,,-,,,-,,.
GER,102,1,1,10541,ELEMENTARY GERMAN,,,18,0,Suzuko Knott,4,M W F,0900-0950,,,-,,,-,,.
GER,102,2,1,10542,ELEMENTARY GERMAN,,,16,0,,4,M W F,0900-0950,,,-,,,-,,.
GER,110,1,1,10004,INTRO TO LANGUAGE AND MIND,,Y,28,0,Tek-wah King,4,M W,0900-1015,,,-,,,-,,.
GER,202,1,1,10543,INTERMEDIATE GERMAN,,,18,0,Suzuko Knott,4,M W F,1315-1405,,,-,,,-,,.
GER,261,1,1,10544,ENVIRON CONSCIOUS IN GERMANY,,Y,38,0,Suzuko Knott,4,T R,1315-1430,,,-,,,-,,.
GER,261F,1,1,10570,ENVIRON CONSCIOUS (IN GERMAN),,,18,0,Suzuko Knott,1,,-,,,-,,,-,,.
GER,262,1,1,10547,REFUGEES IN EUROPE: GERMANY,,Y,18,0,Karolin Machtans,4,M   F,1150-1305,,,-,,,-,,.
GER,450,1,1,10546,GESCHICHTE DES DEUTSCHEN FILM,,,16,0,Karolin Machtans,4,M W,1445-1600,,,-,,,-,,.
GIS,102,1,1,10550,INTRO GLOBAL ISLAMIC STUDIES,,Y,28,0,,4,M W,1445-1600,,,-,,,-,,.
GIS,102F,1,1,10571,INTRO GIS (IN FRH),,,18,0,,1,,-,,,-,,,-,,.
GIS,102H,1,1,10583,INTRO GIS (IN SPA),,,18,0,,1,,-,,,-,,,-,,.
GIS,107,1,1,10283,"CC:NOMADS, SHAMANS, & MYSTICS",,Y,28,0,Denis Ferhatovic,4,T R,1025-1140,,,-,,,-,,.
GIS,201,1,1,10553,YOUTH/POLITICS IN MIDDLE EAST,,,28,0,,4,T R,1315-1430,,,-,,,-,,.
GIS,262,1,1,10548,REFUGEES IN EUROPE: GERMANY,,Y,18,0,Karolin Machtans,4,M   F,1150-1305,,,-,,,-,,.
GIS,381,1,1,10597,GLOBAL GRAPHIC NOVELS,,Y,18,0,Marie Ostby,4,T R,1025-1140,,,-,,,-,,.
GIS,400,1,1,10563,THE IRAQ WAR,,Y,16,0,Caroleen Sayej,4,R,1315-1600,,,-,,,-,,.
GOV,110,1,1,10007,POLITICAL IDEAS,,,28,0,John Coats,4,T R,1025-1140,,,-,,,-,,.
GOV,111,1,1,10008,U.S. GOVERNMENT & POLITICS,,,28,0,MaryAnne Borrelli,4,M   F,1445-1600,,,-,,,-,,.
GOV,111,2,1,10009,U.S. GOVERNMENT & POLITICS,,,28,0,Mara Suttmann-Lea,4,T R,1315-1430,,,-,,,-,,.
GOV,112,1,1,10010,COMPARATIVE POLITICS,,,28,0,John Tian,4,T R,1150-1305,,,-,,,-,,.
GOV,112,2,1,10411,COMPARATIVE POLITICS,,,28,0,Daniela Melo,4,T R,1445-1600,,,-,,,-,,.
GOV,113,1,1,10011,INTERNATIONAL POLITICS,,,28,0,Eric Fleury,4,M   F,1025-1140,,,-,,,-,,.
GOV,113,2,1,10012,INTERNATIONAL POLITICS,,,28,0,Eric Fleury,4,M   F,1150-1305,,,-,,,-,,.
GOV,203,1,1,10013,INTERNATIONAL SECURITY,,,28,0,Andrew Levin,4,M W,1445-1600,,,-,,,-,,.
GOV,214,1,1,10015,MODERN POLITICAL THOUGHT,,Y,28,0,John Coats,4,T R,1315-1430,,,-,,,-,,.
GOV,223,1,1,10575,"HUMAN RIGHTS, MEDIA & ACTIVISM",,Y,28,0,Tristan Borer,4,T R,1150-1305,,,-,,,-,,.
GOV,225,1,1,10017,STATES & MARKETS IN E ASIA,,,28,0,John Tian,4,T R,1445-1600,,,-,,,-,,.
GOV,225F,1,1,10018,STATES/MRKTS IN E ASIA(IN CHI),,,15,0,John Tian,1,,-,,,-,,,-,,.
GOV,229,1,1,10576,UNITED NATIONS PEACEKEEPING,,,28,0,Peter Mitchell,4,T R,1025-1140,,,-,,,-,,.
GOV,232,1,1,10020,GLOBAL ENVIRONMENTAL POLITICS,,Y,28,0,Jane Dawson,4,W F,1315-1600,,,-,,,-,,.
GOV,268,1,1,10022,INTERNATIONAL ORGANIZATIONS,,,28,0,Andrew Levin,4,M W,1025-1140,,,-,,,-,,.
GOV,276,1,1,10023,CC:PRESIDNCY:WHITE HOUSE 20500,,Y,28,0,MaryAnne Borrelli,4,M   F,1150-1305,,,-,,,-,,.
GOV,312,1,1,10603,DIPLOMACY,,,28,0,Eric Fleury,4,W F,1315-1430,,,-,,,-,,.
GOV,314,1,1,10604,U.S. INTEL IN WAR ON TERROR,,,28,0,Caroleen Sayej,4,W F,1025-1140,,,-,,,-,,.
GOV,324,1,1,10024,HUMAN RIGHTS IN WORLD POL,,,28,0,Tristan Borer,4,T R,0900-1025,,,-,,,-,,.
GOV,493P,1,1,10025,STATESMANSHIP,,,16,0,John Coats,4,W,1315-1600,,,-,,,-,,.
GOV,493S,1,1,10605,AMERICAN POLITICAL DEVELOPMENT,,,16,0,Mara Suttmann-Lea,4,T,0900-1140,,,-,,,-,,.
GOV,493U,1,1,10027,ENVIRON JUST IN GLOBL PERSP,,Y,18,0,Jane Dawson,4,M,1315-1600,,,-,,,-,,.
GOV,493V,1,1,10028,NAT'L DIVERSITY/GLOBL CAPIT,,Y,16,0,John Tian,4,W,1900-2145,,,-,,,-,,.
GOV,493Z,1,1,10564,THE IRAQ WAR,,Y,16,0,Caroleen Sayej,4,R,1315-1600,,,-,,,-,,.
GRK,102,1,1,10043,ELEMENTARY GREEK II,,,18,0,Abbe Walker,5,M W F,0900-1015,,,-,,,-,,.
GRK,226,1,1,10044,GREEK LYRIC POETRY,,,18,0,Tobias Myers,4,T R,1445-1600,,,-,,,-,,.
GRK,326,1,1,10045,GREEK LYRIC POETRY,,,18,0,Tobias Myers,4,T R,1445-1600,,,-,,,-,,.
HBR,102,1,1,10046,ELEMENTARY HEBREW II,,,28,0,Susanne Weissman,5,M W F,1315-1430,,,-,,,-,,.
HBR,202,1,1,10047,INTERMEDIATE HEBREW II,,,18,0,. To Be Assigned,4,M   F,1150-1305,,,-,,,-,,.
SPA,102,1,1,10373,ELEMENTARY SPANISH II,,,18,0,Luz Nick,4,M WR,1445-1535,,,-,,,-,,.
SPA,102,2,1,10374,ELEMENTARY SPANISH II,,,18,0,Jessica Koehler,4,M W F,1025-1140,,,-,,,-,,.
SPA,102,3,1,10375,ELEMENTARY SPANISH II,,,18,0,. To Be Assigned,4,M W F,1315-1405,,,-,,,-,,.
SPA,103,1,1,10376,INTERMEDIATE SPAN-HISPANIC ART,,,18,0,Jessica Koehler,4,T R,1025-1140,,,-,,,-,,.
SPA,110,1,1,10005,INTRO TO LANGUAGE AND MIND,,Y,28,0,Tek-wah King,4,M W,0900-1015,,,-,,,-,,.
SPA,121,1,1,10377,INTERMEDIATE SPAN LANG REVIEW,,,18,0,. To Be Assigned,4,M W,1445-1600,,,-,,,-,,.
SPA,121,2,1,10378,INTERMEDIATE SPAN LANG REVIEW,,,18,0,. To Be Assigned,4,M W,1025-1140,,,-,,,-,,.
SPA,125,1,1,10379,CC:HISPANIC IDENTITIE(IN SPAN),,,18,0,Julia Kushigian,4,M W,1025-1140,,,-,,,-,,.
SPA,204,1,1,10448,ENVIRON JUSTICE IN HISPA WORLD,,Y,18,0,. To Be Assigned,4,,-,,,-,,,-,,.
SPA,207,1,1,10380,ADV GRAMMAR & COMPOSITION,,,15,0,Jessica Koehler,4,T R,1150-1305,,,-,,,-,,.
SPA,207,2,1,10381,ADV GRAMMAR & COMPOSITION,,,15,0,Aida Heredia,4,M W,1025-1140,,,-,,,-,,.
SPA,208,1,1,10382,INTRO LITERARY/CUL ANALYSIS,,,18,0,Luis Gonzalez,4,T R,1150-1305,,,-,,,-,,.
SPA,209,1,1,10383,ADV GRAMMAR/COMP BILINGUAL SPK,,,18,0,Jennifer Rudolph,4,T R,1315-1430,,,-,,,-,,.
SPA,251,1,1,10384,HISPANIC CULTURES,,,18,0,Aida Heredia,4,M W,1445-1600,,,-,,,-,,.
SPA,252,1,1,10385,LATINO USA: US LATINX CULTURES,,,18,0,Jennifer Rudolph,4,T R,1445-1600,,,-,,,-,,.
SPA,319,1,1,10386,CONTEMP SPANISH CINEMA,,,18,0,Luis Gonzalez,4,T R,1025-1140,,,-,,,-,,.
SPA,343,1,1,10387,VOYAGES/DIS/NATURAL WONDRS,,,18,0,. To Be Assigned,4,M W,0900-1015,,,-,,,-,,.
SPA,419,1,1,10388,CONTEMP SPANISH CINEMA,,,18,0,Luis Gonzalez,4,T R,1025-1140,,,-,,,-,,.
SPA,443,1,1,10389,VOYAGES/DIS/NATURAL WONDRS,,,18,0,. To Be Assigned,4,M W,0900-1015,,,-,,,-,,.
HIS,102,1,1,10552,INTRO GLOBAL ISLAMIC STUDIES,,Y,28,0,,4,M W,1445-1600,,,-,,,-,,.
HIS,232,1,1,10086,LATER MIDDLE AGES,,Y,28,0,Frederick Paxton,4,T R,1315-1430,,,-,,,-,,.
